612456,613838,1382,0,79904,1,238,76,128,2.69
614967,616343,1376,0,79872,1,238,82,128,2.70
617508,618883,1375,0,79904,1,238,83,128,2.70
620027,621401,1374,0,79904,1,238,79,128,2.71
622566,623942,1376,0,79904,1,238,81,128,2.70
625109,626483,1374,0,79904,1,238,85,128,2.71
627637,629011,1375,0,79904,1,238,84,128,2.70
630178,631553,1375,0,79904,1,238,82,128,2.70
632705,634080,1375,0,79904,1,238,87,128,2.70
635236,636604,1368,0,79904,1,238,79,128,2.72
637765,639140,1375,0,79904,1,238,72,128,2.70
640296,641672,1376,0,79904,1,238,73,128,2.70
642829,644204,1375,0,79904,1,238,82,128,2.70
645368,646744,1376,0,79904,1,238,72,128,2.70
647903,649278,1375,0,79904,1,238,80,128,2.70
650428,651801,1374,0,79904,1,238,86,128,2.71
652966,654340,1374,0,79904,1,238,74,128,2.71
655498,656867,1369,0,79904,1,238,78,128,2.72
658036,659404,1368,0,79904,1,238,70,128,2.72
660578,661952,1374,0,79904,1,238,85,128,2.71
663115,664491,1376,0,79904,1,238,82,128,2.70
665645,667018,1373,0,79904,1,238,82,128,2.71
668225,669588,1364,0,79904,1,238,83,128,2.73
670766,672130,1365,0,79904,1,238,76,128,2.72
673306,674678,1372,0,79904,1,238,83,128,2.71
675833,677209,1376,0,79904,1,238,80,128,2.70
678363,679739,1376,0,79904,1,238,83,128,2.70
680888,682262,1374,0,79904,1,238,77,128,2.71
683415,684790,1375,0,79904,1,238,79,128,2.70
685956,687331,1375,0,79904,1,238,79,128,2.70
688475,689850,1375,0,79904,1,238,79,128,2.70
691005,692379,1374,0,79904,1,238,78,128,2.71
693537,694912,1375,0,79904,1,238,79,128,2.70
696076,697444,1368,0,79904,1,238,79,128,2.72
698606,699981,1375,0,79904,1,238,83,128,2.70
701138,702512,1374,0,79904,1,238,80,128,2.71
703667,705035,1368,0,79904,1,238,77,128,2.72
706197,707572,1375,0,79904,1,238,84,128,2.70
708728,710103,1375,0,79904,1,238,83,128,2.70
711248,712624,1376,0,79904,1,238,80,128,2.70
