27244,28006,758,0,82848
30267,31031,760,0,82848
33287,34049,759,0,82848
36308,37071,760,0,82848
39324,40086,758,0,82848
42336,43099,760,0,82848
45366,46129,759,0,82848
48387,49141,751,0,82880
52336,53099,759,0,82848
55353,56114,757,0,82848
58365,59128,759,0,82848
61389,62149,757,0,82848
64416,65180,761,0,82848
67434,68202,765,0,82848
70456,71218,758,0,82848
73475,74238,760,0,82848
76506,77268,758,0,82848
79523,80283,757,0,82848
82549,83311,759,0,82848
85562,86331,766,0,82848
88588,89350,759,0,82848
91612,92374,758,0,82848
94646,95407,758,0,82848
97674,98436,759,0,82848
100707,101469,758,0,82848
103748,104512,761,0,82848
106767,107535,764,0,82848
109793,110550,753,0,82880
112823,113586,759,0,82848
115835,116596,758,0,82848
118847,119610,760,0,82848
121868,122629,758,0,82848
124886,125648,758,0,82848
127917,128680,760,0,82848
130940,131703,759,0,82880
133964,134721,753,0,82912
136997,137757,757,0,82880
140014,140778,760,0,82880
143033,143794,757,0,82880
