149600,150997,1397,0,82704,1,242,78,128
151127,152512,1386,0,82704,1,242,77,128
152633,154019,1386,0,82704,1,242,81,128
154159,155546,1387,0,82704,1,242,81,128
155665,157050,1385,0,82704,1,242,82,128
157188,158572,1384,0,82704,1,242,78,128
158704,160090,1386,0,82704,1,242,78,128
160228,161614,1386,0,82704,1,242,84,128
161747,163133,1386,0,82704,1,242,80,128
163254,164640,1386,0,82704,1,242,78,128
164767,166161,1394,0,82688,1,242,78,128
166275,167664,1389,0,82704,1,242,85,128
167788,169177,1389,0,82704,1,242,77,128
169297,170684,1387,0,82704,1,242,75,128
170818,172206,1388,0,82704,1,242,80,128
172334,173722,1388,0,82704,1,242,81,128
173857,175242,1385,0,82704,1,242,85,128
176897,178287,1390,0,82704,1,242,80,128
178428,179813,1386,0,82704,1,242,80,128
179937,181324,1387,0,82704,1,242,79,128
181457,182844,1387,0,82704,1,242,86,128
182987,184373,1386,0,82704,1,242,83,128
186087,187480,1393,0,82704,1,242,78,128
187608,188995,1387,0,82704,1,242,81,128
189124,190511,1387,0,82704,1,242,81,128
190648,192037,1389,0,82704,1,242,77,128
192165,193546,1381,0,82704,1,242,81,128
193678,195066,1388,0,82704,1,242,77,128
195189,196570,1382,0,82704,1,242,82,128
196706,198091,1385,0,82704,1,242,78,128
198229,199616,1387,0,82704,1,242,81,128
199745,201130,1385,0,82704,1,242,82,128
201266,202654,1388,0,82704,1,242,81,128
202785,204173,1388,0,82704,1,242,79,128
204307,205694,1387,0,82704,1,242,79,128
205820,207208,1388,0,82704,1,242,81,128
207337,208716,1379,0,82704,1,242,81,128
208849,210238,1389,0,82704,1,242,78,128
