428948,431784,2836,0,79680,3,760,79,128
433007,435843,2836,0,79680,3,760,79,128
437057,439895,2838,0,79680,3,760,82,128
441107,443936,2829,0,79680,3,760,76,128
445158,447995,2837,0,79680,3,760,89,128
449204,452041,2837,0,79680,3,760,79,128
453259,456103,2844,0,79680,3,760,79,128
457308,460145,2837,0,79680,3,760,79,128
461344,464180,2836,0,79680,3,760,81,128
465386,468224,2838,0,79680,3,760,82,128
470164,473003,2839,0,79680,3,760,85,128
474195,477025,2830,0,79680,3,760,81,128
478260,481096,2836,0,79680,3,760,80,128
482292,485123,2831,0,79680,3,760,79,128
486336,489173,2837,0,79680,3,760,81,128
490387,493216,2829,0,79680,3,760,76,128
494448,497284,2836,0,79680,3,760,80,128
498516,501350,2834,0,79680,3,760,78,128
502570,505400,2830,0,79696,3,760,78,128
506607,509434,2827,0,79664,3,760,79,128
510647,513478,2831,0,79664,3,760,82,128
514694,517527,2833,0,79664,3,760,80,128
518756,521585,2829,0,79664,3,760,79,128
522807,525642,2835,0,79664,3,760,77,128
526870,529707,2837,0,79664,3,760,80,128
530906,533736,2830,0,79664,3,760,79,128
534957,537794,2837,0,79664,3,760,80,128
539019,541855,2836,0,79664,3,760,75,128
543067,545904,2837,0,79696,3,760,83,128
559246,562070,2824,1,79680,3,760,78,128
563277,566109,2832,0,79680,3,760,79,128
567328,570171,2843,0,79664,3,760,84,128
571388,574221,2833,0,79680,3,760,82,128
575429,578260,2831,0,79680,3,760,82,128
579476,582310,2834,0,79680,3,760,80,128
583527,586364,2837,0,79680,3,760,74,128
587582,590413,2831,0,79680,3,760,84,128
591636,594480,2844,0,79664,3,760,78,128
595697,598523,2826,0,79680,3,760,82,128
599744,602575,2831,0,79680,3,760,83,128
