606820,608201,1381,0,79888,1,238,80,128
609344,610713,1369,0,79888,1,238,80,128
611865,613240,1375,0,79888,1,238,74,128
614385,615760,1375,0,79888,1,238,78,128
616913,618287,1374,0,79888,1,238,80,128
619444,620818,1374,0,79888,1,238,82,128
621967,623335,1368,0,79888,1,238,84,128
624494,625873,1379,0,79872,1,238,82,128
627017,628389,1372,0,79888,1,238,84,128
629557,630931,1374,0,79888,1,238,77,128
632098,633470,1373,0,79888,1,238,83,128
634623,635997,1375,0,79888,1,238,73,128
637156,638531,1375,0,79888,1,238,80,128
639695,641071,1376,0,79888,1,238,80,128
642238,643613,1375,0,79888,1,238,74,128
644773,646150,1377,0,79888,1,238,79,128
647297,648672,1375,0,79888,1,238,80,128
649834,651210,1376,0,79888,1,238,76,128
652368,653741,1373,0,79888,1,238,80,128
654904,656274,1370,0,79888,1,238,78,128
657439,658814,1375,0,79888,1,238,84,128
659973,661353,1380,0,79888,1,238,83,128
662564,663935,1371,0,79888,1,238,79,128
665083,666460,1377,0,79888,1,238,83,128
667616,668990,1374,0,79888,1,238,77,128
670127,671504,1377,0,79888,1,238,74,128
672665,674043,1378,0,79888,1,238,81,128
675189,676562,1373,0,79888,1,238,79,128
677718,679092,1374,0,79888,1,238,77,128
680256,681630,1374,0,79888,1,238,81,128
682796,684171,1375,0,79888,1,238,83,128
685336,686712,1376,0,79888,1,238,82,128
687866,689235,1370,0,79888,1,238,82,128
690407,691775,1368,0,79888,1,238,78,128
692947,694323,1376,0,79888,1,238,83,128
695486,696862,1376,0,79888,1,238,82,128
698022,699390,1368,0,79888,1,238,77,128
700557,701932,1375,0,79888,1,238,80,128
703094,704470,1377,0,79888,1,238,79,128
705626,707002,1376,0,79888,1,238,83,128
