213419,215888,2469,0,79904,3,550,80,128
216995,219465,2470,0,79904,3,550,76,128
220584,223053,2469,0,79904,3,550,79,128
224164,226634,2470,0,79904,3,550,79,128
227742,230210,2468,0,79904,3,550,70,128
231334,233792,2458,0,79904,3,550,80,128
234921,237388,2467,0,79904,3,550,84,128
238937,241400,2463,0,79904,3,550,80,128
242519,244988,2469,0,79904,3,550,81,128
246546,249011,2465,0,79904,3,550,78,128
250137,252607,2470,0,79904,3,550,74,128
253740,256211,2471,0,79904,3,550,86,128
257767,260232,2466,0,79904,3,550,77,128
298129,300600,2471,3,79904,3,550,80,128
302157,304620,2463,0,79904,3,550,79,128
317925,320394,2469,1,79904,3,550,78,128
321946,324410,2464,0,79904,3,550,87,128
325550,328019,2469,0,79904,3,550,84,128
329576,332041,2465,0,79904,3,550,86,128
345325,347787,2462,1,79904,3,550,78,128
348927,351397,2470,0,79904,3,550,80,128
352959,355423,2464,0,79904,3,550,79,128
356979,359449,2470,0,79904,3,550,85,128
360994,363458,2464,0,79904,3,550,79,128
364580,367048,2468,0,79904,3,550,84,128
368587,371056,2469,0,79888,3,550,84,128
372617,375081,2464,0,79904,3,550,74,128
376203,378675,2472,0,79904,3,550,80,128
380226,382690,2464,0,79904,3,550,76,128
383833,386301,2468,0,79904,3,550,82,128
387420,389889,2469,0,79904,3,550,80,128
391448,393914,2466,0,79904,3,550,79,128
395467,397930,2463,0,79904,3,550,81,128
399063,401533,2470,0,79904,3,550,80,128
403097,405561,2464,0,79904,3,550,76,128
407114,409575,2461,0,79904,3,550,76,128
410703,413165,2462,0,79904,3,550,82,128
414268,416738,2470,0,79904,3,550,82,128
418295,420764,2469,0,79904,3,550,79,128
422326,424788,2462,0,79904,3,550,78,128
