1786088,1787483,1395,0,82752,1,242,86,128,2.71
1787607,1788997,1390,0,82752,1,242,87,128,2.72
1789115,1790504,1389,0,82752,1,242,81,128,2.72
1790636,1792023,1387,0,82752,1,242,78,128,2.73
1792152,1793540,1388,0,82752,1,242,84,128,2.72
1793666,1795056,1390,0,82752,1,242,80,128,2.72
1795188,1796577,1389,0,82752,1,242,87,128,2.72
1796698,1798084,1387,0,82752,1,242,82,128,2.73
1798213,1799600,1387,0,82752,1,242,81,128,2.73
1799738,1801127,1389,0,82752,1,242,81,128,2.72
1801254,1802641,1387,0,82752,1,242,86,128,2.73
1802773,1804163,1390,0,82752,1,242,83,128,2.72
1804308,1805694,1386,0,82752,1,242,83,128,2.73
1805827,1807215,1388,0,82752,1,242,79,128,2.72
1807346,1808737,1391,0,82752,1,242,84,128,2.72
1808868,1810248,1380,0,82752,1,242,78,128,2.74
1810374,1811761,1387,0,82752,1,242,80,128,2.73
1811905,1813287,1382,0,82752,1,242,86,128,2.74
1813426,1814816,1390,0,82752,1,242,85,128,2.72
1814944,1816331,1387,0,82752,1,242,80,128,2.73
1816476,1817862,1386,0,82752,1,242,85,128,2.73
1819137,1820530,1393,0,82752,1,242,88,128,2.71
1820707,1822098,1391,0,82752,1,242,83,128,2.72
1822219,1823606,1387,0,82752,1,242,77,128,2.73
1823724,1825112,1388,0,82752,1,242,87,128,2.72
1825245,1826633,1389,0,82752,1,242,94,128,2.72
1826764,1828152,1388,0,82752,1,242,89,128,2.72
1828287,1829674,1387,0,82752,1,242,84,128,2.73
1829805,1831194,1389,0,82752,1,242,79,128,2.72
1831328,1832717,1389,0,82752,1,242,85,128,2.72
1832838,1834227,1389,0,82752,1,242,79,128,2.72
1834358,1835752,1394,0,82736,1,242,81,128,2.71
1835876,1837257,1381,0,82752,1,242,92,128,2.74
1837400,1838787,1387,0,82752,1,242,95,128,2.73
1838905,1840294,1389,0,82752,1,242,75,128,2.72
1840418,1841795,1377,0,82752,1,242,85,128,2.75
1841925,1843310,1385,0,82752,1,242,82,128,2.73
1843446,1844831,1385,0,82752,1,242,86,128,2.73
1844964,1846351,1387,0,82752,1,242,94,128,2.73
1846483,1847872,1389,0,82752,1,242,82,128,2.72
