1664158,1664924,763,0,82992
1667176,1667938,759,0,82928
1670197,1670959,758,0,82928
1673218,1673982,760,0,82928
1676229,1676996,764,0,82928
1679254,1680017,760,0,82928
1682298,1683062,760,0,82928
1685310,1686078,765,0,82960
1688330,1689097,763,0,82960
1691343,1692111,765,0,82960
1694362,1695130,765,0,82960
1697384,1698153,765,0,82960
1700406,1701175,765,0,82960
1703436,1704206,766,0,82960
1706458,1707226,765,0,82960
1709472,1710239,764,0,82960
1712500,1713268,764,0,82960
1715515,1716284,765,0,82960
1718534,1719299,762,0,82960
1721571,1722333,758,0,82960
1724596,1725365,765,0,82960
1727620,1728388,765,0,82960
1730632,1731400,764,0,82960
1733653,1734422,766,0,82960
1736672,1737440,765,0,82960
1739687,1740456,765,0,82960
1742717,1743485,764,0,82960
1745747,1746510,759,0,82960
1748757,1749517,757,0,83008
1751783,1752546,760,0,82960
1754797,1755565,764,0,82960
1757830,1758591,758,0,82960
1760858,1761622,761,0,82960
1763885,1764647,759,0,82960
1766905,1767674,765,0,82848
1769926,1770693,764,0,82848
1772944,1773713,765,0,82848
1775970,1776732,759,0,82848
1779008,1779771,759,0,82848
1782047,1782809,758,0,82848
