235407,237871,2464,0,79888,3,550,77,127
238988,241457,2469,0,79888,3,550,81,127
242998,245459,2461,0,79888,3,550,79,127
246584,249046,2462,0,79888,3,550,78,127
250169,252637,2468,0,79888,3,550,82,127
254196,256654,2458,0,79888,3,550,81,127
257798,260267,2469,0,79888,3,550,72,127
262195,264661,2466,0,79888,3,550,82,127
265779,268244,2465,0,79888,3,550,75,127
281474,283938,2464,1,79888,3,550,78,127
285049,287518,2469,0,79888,3,550,70,127
325050,327513,2463,3,79936,3,550,81,127
328638,331107,2469,0,79904,3,550,74,127
332265,334728,2463,0,79904,3,550,77,127
335846,338317,2471,0,79904,3,550,84,127
363716,366185,2469,2,79904,3,550,81,127
367324,369793,2469,0,79904,3,550,83,127
370927,373394,2467,0,79904,3,550,81,127
374529,376992,2463,0,79920,3,550,82,127
390279,392743,2464,1,79920,3,550,84,127
405987,408446,2459,1,79920,3,550,79,127
409605,412071,2466,0,79920,3,550,79,127
413260,415731,2471,0,79920,3,550,81,127
417267,419731,2464,0,79920,3,550,85,127
420827,423292,2465,0,79920,3,550,91,127
424396,426861,2465,0,79920,3,550,84,127
427972,430441,2469,0,79920,3,550,85,127
431569,434040,2471,0,79920,3,550,91,127
447306,449769,2463,1,79920,3,550,82,127
450885,453353,2468,0,79920,3,550,83,127
478722,481185,2463,2,79920,3,550,85,127
494414,496885,2471,1,79936,3,550,76,127
497997,500466,2469,0,79904,3,550,83,127
501578,504047,2469,0,79904,3,550,86,127
617999,620470,2471,0,79936,3,550,88,127
621599,624070,2471,0,79904,3,550,87,127
920053,922518,2465,3,79904,3,550,72,126
