9114,12453,3339,0,81728,3,760,75,126
13669,17002,3334,0,81728,3,760,90,126
18219,21554,3335,0,81728,3,760,82,126
22748,26079,3331,0,81728,3,760,77,126
27286,30618,3332,0,81728,3,760,79,126
31828,35163,3335,0,81728,3,760,80,126
36357,39689,3332,0,81728,3,760,78,126
40903,44237,3334,0,81728,3,760,75,126
45443,48777,3334,0,81728,3,760,77,126
49965,53301,3336,0,81728,3,760,74,126
54504,57837,3333,0,81728,3,760,71,126
59045,62381,3336,0,81728,3,760,82,126
75697,79038,3341,1,81728,3,760,83,126
80237,83575,3338,0,81728,3,760,77,126
96888,100227,3339,1,81728,3,760,72,126
101443,104778,3335,0,81728,3,760,79,126
105966,109298,3332,0,81728,3,760,74,126
110507,113844,3337,0,81728,3,760,88,126
115036,118370,3334,0,81728,3,760,71,126
119577,122913,3336,0,81728,3,760,83,126
124117,127452,3335,0,81728,3,760,81,126
140767,144104,3337,1,81728,3,760,84,126
145323,148662,3339,0,81728,3,760,80,126
149868,153199,3331,0,81728,3,760,80,126
154419,157753,3334,0,81728,3,760,88,126
158957,162293,3336,0,81728,3,760,82,126
163486,166813,3327,0,81728,3,760,78,126
168032,171367,3335,0,81728,3,760,86,126
172586,175921,3335,0,81728,3,760,87,126
177138,180470,3332,0,81728,3,760,83,126
181684,185017,3333,0,81728,3,760,79,126
186236,189558,3323,0,81728,3,760,83,126
190775,194110,3335,0,81728,3,760,76,126
195306,198641,3335,0,81728,3,760,90,126
199843,203176,3333,0,81728,3,760,65,126
204387,207719,3332,0,81728,3,760,82,126
208929,212260,3331,0,81728,3,760,82,126
213457,216792,3335,0,81728,3,760,69,126
217994,221328,3334,0,81728,3,760,90,126
234627,237967,3340,1,81728,3,760,85,126
