242185,243565,1380,0,81920,1,238,77,126
244720,246105,1385,0,81920,1,238,78,127
247278,248660,1382,0,81920,1,238,85,126
249803,251188,1385,0,81920,1,238,83,126
264462,265843,1381,1,81920,1,238,85,126
266979,268364,1385,0,81920,1,238,78,126
269499,270882,1383,0,81920,1,238,79,126
272028,273413,1385,0,81920,1,238,82,126
274545,275932,1387,0,81920,1,238,75,126
289177,290563,1386,1,81920,1,238,78,126
291686,293073,1387,0,81920,1,238,87,126
294209,295593,1384,0,81920,1,238,76,126
296737,298123,1386,0,81920,1,238,82,126
299288,300675,1387,0,81920,1,238,89,126
313968,315343,1375,1,81920,1,238,84,126
316497,317885,1388,0,81920,1,238,74,126
319025,320411,1386,0,81920,1,238,79,126
321557,322942,1385,0,81920,1,238,79,126
324088,325475,1387,0,81920,1,238,87,126
327496,328882,1386,0,81920,1,238,73,127
342177,343563,1386,1,81920,1,238,82,126
344699,346086,1387,0,81920,1,238,84,126
347279,348660,1381,0,81920,1,238,83,126
349803,351189,1386,0,81920,1,238,77,126
352329,353715,1386,0,81920,1,238,84,126
354853,356240,1387,0,81920,1,238,81,126
357358,358744,1386,0,81920,1,238,82,126
359867,361253,1386,0,81920,1,238,86,126
362378,363766,1388,0,81920,1,238,78,126
364899,366285,1386,0,81920,1,238,82,126
367428,368815,1388,0,81904,1,238,81,126
