5285,6054,766,0,82896
8297,9059,759,0,82832
11304,12066,758,0,82832
14328,15091,760,0,82832
17348,18109,758,0,82832
20358,21120,759,0,82832
23367,24124,754,0,82864
26385,27147,759,0,82832
29417,30179,759,0,82832
32440,33202,759,0,82832
35467,36228,757,0,82832
38485,39247,759,0,82832
41505,42268,759,0,82832
44526,45290,760,0,82832
47547,48309,758,0,82832
50577,51339,759,0,82832
53607,54371,760,0,82832
56637,71415,14774,1,82832
73684,74445,758,0,82832
76713,77475,759,0,82832
79740,80500,757,0,82864
82767,94544,11773,1,82864
96833,110605,13769,1,82864
112896,113662,763,0,82864
115912,123684,7769,1,82864
125983,126744,757,0,82896
129007,129769,759,0,82864
132022,132788,763,0,82864
135035,135796,758,0,82864
138054,138816,759,0,82864
141073,141835,759,0,82864
144094,144855,757,0,82864
147115,147876,757,0,82864
150135,150898,760,0,82864
153167,153928,758,0,82864
156198,156960,758,0,82864
159227,159988,758,0,82864
162245,177025,14776,1,82864
179319,193095,13773,1,82864
195397,196165,764,0,82864
