368241,369629,1388,0,82816,1,244,81,131,2.75
369744,371133,1389,0,82816,1,244,94,131,2.74
371265,372653,1388,0,82816,1,244,80,131,2.75
372787,374176,1389,0,82816,1,244,83,131,2.74
374298,375688,1390,0,82816,1,244,79,131,2.74
375805,377185,1380,0,82816,1,244,80,131,2.76
377322,378710,1388,0,82816,1,244,72,131,2.75
378846,380232,1386,0,82816,1,244,82,131,2.75
380378,381766,1388,0,82816,1,244,80,131,2.75
381884,383273,1389,0,82816,1,244,77,131,2.74
383408,384795,1387,0,82816,1,244,86,131,2.75
384917,386303,1386,0,82816,1,244,77,131,2.75
386429,387814,1385,0,82816,1,244,82,131,2.75
387947,389335,1388,0,82816,1,244,78,131,2.75
389467,390856,1389,0,82816,1,244,77,131,2.74
390999,392386,1387,0,82816,1,244,89,131,2.75
392522,393912,1390,0,82816,1,244,82,131,2.74
394044,395433,1389,0,82816,1,244,82,131,2.74
397078,398474,1396,0,82816,1,244,84,131,2.73
398607,399994,1387,0,82816,1,244,79,131,2.75
400139,401526,1387,0,82816,1,244,88,131,2.75
401667,403055,1388,0,82816,1,244,86,131,2.75
403248,404638,1390,0,82816,1,244,86,131,2.74
404755,406136,1381,0,82816,1,244,84,131,2.76
406279,407669,1390,0,82816,1,244,81,131,2.74
407794,409181,1387,0,82816,1,244,83,131,2.75
409316,410699,1383,0,82816,1,244,79,131,2.76
410838,412231,1393,0,82816,1,244,69,131,2.74
412359,413746,1387,0,82816,1,244,77,131,2.75
413878,415267,1389,0,82816,1,244,78,131,2.74
415384,416770,1387,0,82816,1,244,81,131,2.75
416909,418302,1393,0,82816,1,244,72,131,2.74
418414,419803,1389,0,82816,1,244,83,131,2.74
419916,421304,1388,0,82816,1,244,80,131,2.75
421436,422824,1388,0,82816,1,244,77,131,2.75
422958,424345,1387,0,82816,1,244,74,131,2.75
424466,425855,1389,0,82816,1,244,84,131,2.74
425983,427371,1388,0,82816,1,244,84,131,2.75
427506,428895,1389,0,82816,1,244,81,131,2.74
