242185,243565,1380,0,81920,1,238,77,126,2.69
244720,246105,1385,0,81920,1,238,78,127,2.69
247278,248660,1382,0,81920,1,238,85,126,2.69
249803,251188,1385,0,81920,1,238,83,126,2.69
264462,265843,1381,1,81920,1,238,85,126,2.69
266979,268364,1385,0,81920,1,238,78,126,2.69
269499,270882,1383,0,81920,1,238,79,126,2.69
272028,273413,1385,0,81920,1,238,82,126,2.69
274545,275932,1387,0,81920,1,238,75,126,2.68
289177,290563,1386,1,81920,1,238,78,126,2.68
291686,293073,1387,0,81920,1,238,87,126,2.68
294209,295593,1384,0,81920,1,238,76,126,2.69
296737,298123,1386,0,81920,1,238,82,126,2.68
299288,300675,1387,0,81920,1,238,89,126,2.68
313968,315343,1375,1,81920,1,238,84,126,2.70
316497,317885,1388,0,81920,1,238,74,126,2.68
319025,320411,1386,0,81920,1,238,79,126,2.68
321557,322942,1385,0,81920,1,238,79,126,2.69
324088,325475,1387,0,81920,1,238,87,126,2.68
327496,328882,1386,0,81920,1,238,73,127,2.68
342177,343563,1386,1,81920,1,238,82,126,2.68
344699,346086,1387,0,81920,1,238,84,126,2.68
347279,348660,1381,0,81920,1,238,83,126,2.69
349803,351189,1386,0,81920,1,238,77,126,2.68
352329,353715,1386,0,81920,1,238,84,126,2.68
354853,356240,1387,0,81920,1,238,81,126,2.68
357358,358744,1386,0,81920,1,238,82,126,2.68
359867,361253,1386,0,81920,1,238,86,126,2.68
362378,363766,1388,0,81920,1,238,78,126,2.68
364899,366285,1386,0,81920,1,238,82,126,2.68
367428,368815,1388,0,81904,1,238,81,126,2.68
369966,371350,1384,0,81920,1,238,84,126,2.69
372500,373888,1388,0,81920,1,238,84,126,2.68
387138,388519,1381,1,81920,1,238,74,126,2.69
389670,391057,1387,0,81920,1,238,83,126,2.68
392196,393581,1385,0,81920,1,238,86,126,2.69
394719,396106,1387,0,81920,1,238,89,126,2.68
397250,398637,1387,0,81920,1,238,84,126,2.68
411887,413269,1382,1,81920,1,238,86,126,2.69
414418,415803,1385,0,81920,1,238,78,126,2.69
